 #calculated the component:  1  1  of dielectric function
 #broadening:    0.000000E+00    3.674931E-03
 #scissors shift:    0.000000E+00
 #energy window:    1.336595E+02eV    4.911895E+00Ha
 
 # Energy(eV)         Im(eps(w))
    4.600084E+00    5.661990E+07
    4.650085E+00    5.921152E+07
    4.700086E+00    6.154021E+07
    4.750087E+00    6.436911E+07
    4.800088E+00    6.705266E+07
    4.850089E+00    6.953581E+07
    4.900090E+00    7.267041E+07
    4.950091E+00    7.503582E+07
    5.000092E+00    7.626554E+07
    5.050093E+00    7.767148E+07
    5.100094E+00    7.860418E+07
    5.150095E+00    7.912098E+07
    5.200095E+00    7.997090E+07
    5.250096E+00    8.061113E+07
    5.300097E+00    8.130932E+07
    5.350098E+00    8.235155E+07
    5.400099E+00    8.243026E+07
    5.450100E+00    8.178731E+07
    5.500101E+00    8.256877E+07
    5.550102E+00    8.534629E+07
    5.600103E+00    8.869387E+07
    5.650104E+00    9.193994E+07
    5.700105E+00    9.498551E+07
    5.750106E+00    9.745100E+07
    5.800106E+00    9.909751E+07
    5.850107E+00    9.953092E+07
    5.900108E+00    9.963832E+07
